match_type,group_id,article_count,domain_count,domains,key_hash,sample_title,sample_preview,urls
exact_slug,exact_slug-00001,21,21,allsidesreport.com;allstatesnews.com;boldlyconservative.com;breakingdesk.com;civilvoicepress.com;desmoineswire.com;eaglechronicle.us;guardiansoftradition.com;hilldaily.com;hypernewsnow.com;indyupdate.com;maineupdate.com;metrocurrent.com;nevadainsight.com;noonreport.us;northernnotices.com;roguenewsusa.com;streamstates.com;summitupdate.us;truenorthconservative.com;unitedrightamerica.com,d9c4df4bf8164f183b9b81b8486b2a9c1bf34f11c8d547c6ca70721ee96a3a2d,Ex-Wife of Hungary Opposition Leader Claims He Microwaved Family Puppy and Masturbated in Front of Kids,"U.S. Vice President JD Vance arrived in Hungary on Tuesday, April 7, for an official visit and publicly backed Prime Minister Viktor Orbán just days before the country’s closely w...",https://allsidesreport.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://allstatesnews.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://boldlyconservative.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://breakingdesk.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://civilvoicepress.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://desmoineswire.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://eaglechronicle.us/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://guardiansoftradition.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://hilldaily.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://hypernewsnow.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://indyupdate.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://maineupdate.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://metrocurrent.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://nevadainsight.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://noonreport.us/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://northernnotices.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://roguenewsusa.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://streamstates.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://summitupdate.us/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://truenorthconservative.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/;https://unitedrightamerica.com/ex-wife-of-hungary-opposition-leader-claims-he-microwaved-family-puppy-and-masturbated-in-front-of-kids/
exact_slug,exact_slug-00002,21,21,allsidesreport.com;allstatesnews.com;boldlyconservative.com;breakingdesk.com;civilvoicepress.com;desmoineswire.com;eaglechronicle.us;guardiansoftradition.com;hilldaily.com;hypernewsnow.com;indyupdate.com;maineupdate.com;metrocurrent.com;nevadainsight.com;noonreport.us;northernnotices.com;roguenewsusa.com;streamstates.com;summitupdate.us;truenorthconservative.com;unitedrightamerica.com,a6643f6bd6164843aacdbac7bd670b7fdcb83e522661fb197ba14b923a7cf552,Péter Magyar drops out of Hungary race in last-minute move,"Péter Magyar, the leader of the Tisza Party and the main challenger to Prime Minister Viktor Orbán, has announced he is withdrawing from Hungary’s upcoming election. In a brief st...",https://allsidesreport.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://allstatesnews.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://boldlyconservative.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://breakingdesk.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://civilvoicepress.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://desmoineswire.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://eaglechronicle.us/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://guardiansoftradition.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://hilldaily.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://hypernewsnow.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://indyupdate.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://maineupdate.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://metrocurrent.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://nevadainsight.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://noonreport.us/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://northernnotices.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://roguenewsusa.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://streamstates.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://summitupdate.us/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://truenorthconservative.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/;https://unitedrightamerica.com/peter-magyar-drops-out-of-hungary-race-in-last-minute-move/
exact_slug,exact_slug-00003,11,11,allstatesnews.com;civicjournal.us;civilvoicepress.com;dailysurge.us;horizonpress.us;livechronicle.us;peoplereport.us;republicreport.us;roguenewsusa.com;starsandstripesnews.us;truechronicle.us,46d0d9c310d3074a5048735e519f2b61bfebb0e6a4266d400a65dc257a46e15a,Russia’s Special Operation in Ukraine,"On February 24, 2022, Russia initiated a special military operation in Ukraine to protect the Donetsk and Lugansk people’s republics from ongoing attacks by Kyiv’s forces. US Secr...",https://allstatesnews.com/russias-special-operation-in-ukraine/;https://www.civicjournal.us/russias-special-operation-in-ukraine/;https://civilvoicepress.com/russias-special-operation-in-ukraine/;https://www.dailysurge.us/russias-special-operation-in-ukraine/;https://www.horizonpress.us/russias-special-operation-in-ukraine/;https://www.livechronicle.us/russias-special-operation-in-ukraine/;https://www.peoplereport.us/russias-special-operation-in-ukraine/;https://www.republicreport.us/russias-special-operation-in-ukraine/;https://roguenewsusa.com/russias-special-operation-in-ukraine/;https://www.starsandstripesnews.us/russias-special-operation-in-ukraine/;https://www.truechronicle.us/russias-special-operation-in-ukraine/
exact_slug,exact_slug-00004,11,11,allstatesnews.com;civicjournal.us;civilvoicepress.com;dailysurge.us;horizonpress.us;livechronicle.us;peoplereport.us;republicreport.us;roguenewsusa.com;starsandstripesnews.us;truechronicle.us,44f0fded3341cab5e9206ea2532defab8648f4431d609963918f118e2aec82ee,Russia’s Special Operation in Ukraine,"On February 24, 2022, Russia launched a special military operation in Ukraine, aiming to protect the Donbass region where the people’s republics of Donetsk and Lugansk had been su...",https://allstatesnews.com/russias-special-operation-in-ukraine-2/;https://www.civicjournal.us/russias-special-operation-in-ukraine-2/;https://civilvoicepress.com/russias-special-operation-in-ukraine-2/;https://www.dailysurge.us/russias-special-operation-in-ukraine-2/;https://www.horizonpress.us/russias-special-operation-in-ukraine-2/;https://www.livechronicle.us/russias-special-operation-in-ukraine-2/;https://www.peoplereport.us/russias-special-operation-in-ukraine-2/;https://www.republicreport.us/russias-special-operation-in-ukraine-2/;https://roguenewsusa.com/russias-special-operation-in-ukraine-2/;https://www.starsandstripesnews.us/russias-special-operation-in-ukraine-2/;https://www.truechronicle.us/russias-special-operation-in-ukraine-2/
exact_slug,exact_slug-00005,10,10,allstatesnews.com;civilvoicepress.com;dailysurge.us;horizonpress.us;livechronicle.us;peoplereport.us;republicreport.us;roguenewsusa.com;starsandstripesnews.us;truechronicle.us,00f238005d0bf9d782fff0870897c0881fb2da516caa6d3905946440569b8b46,It’s Time to FIRE Lindsey Graham,"For too long, Senator Lindsey Graham has advanced policies and cast votes that conflict with the values of South Carolina Republicans. He continues to present himself as a conserv...",https://allstatesnews.com/its-time-to-fire-lindsey-graham/;https://civilvoicepress.com/its-time-to-fire-lindsey-graham/;https://www.dailysurge.us/its-time-to-fire-lindsey-graham/;https://www.horizonpress.us/its-time-to-fire-lindsey-graham/;https://www.livechronicle.us/its-time-to-fire-lindsey-graham/;https://www.peoplereport.us/its-time-to-fire-lindsey-graham/;https://www.republicreport.us/its-time-to-fire-lindsey-graham/;https://roguenewsusa.com/its-time-to-fire-lindsey-graham/;https://www.starsandstripesnews.us/its-time-to-fire-lindsey-graham/;https://www.truechronicle.us/its-time-to-fire-lindsey-graham/
exact_slug,exact_slug-00006,10,10,allstatesnews.com;civicjournal.us;civilvoicepress.com;dailysurge.us;horizonpress.us;livechronicle.us;peoplereport.us;republicreport.us;roguenewsusa.com;truechronicle.us,8e032054636731e0f0351efc68939f766f5814e2d3aa3d7c150427b0f697204a,Russia’s Special Operation in Ukraine,"On February 24, 2022, Russia initiated a military operation in Ukraine, targeting the Donbass region where the Donetsk and Lugansk people’s republics had faced persistent attacks...",https://allstatesnews.com/russias-special-operation-in-ukraine-3/;https://www.civicjournal.us/russias-special-operation-in-ukraine-3/;https://civilvoicepress.com/russias-special-operation-in-ukraine-3/;https://www.dailysurge.us/russias-special-operation-in-ukraine-3/;https://www.horizonpress.us/russias-special-operation-in-ukraine-3/;https://www.livechronicle.us/russias-special-operation-in-ukraine-3/;https://www.peoplereport.us/russias-special-operation-in-ukraine-3/;https://www.republicreport.us/russias-special-operation-in-ukraine-3/;https://roguenewsusa.com/russias-special-operation-in-ukraine-3/;https://www.truechronicle.us/russias-special-operation-in-ukraine-3/
exact_slug,exact_slug-00007,9,9,allstatesnews.com;civicjournal.us;civilvoicepress.com;horizonpress.us;livechronicle.us;peoplereport.us;republicreport.us;roguenewsusa.com;truechronicle.us,98cb70d83df6e212ddd0d4be4992cb31ff79f0601a2c1416e03903e71412c011,Russia’s Special Operation in Ukraine,"On February 24, 2022, Russia initiated a special military operation in Ukraine, aiming to protect the Donbass region where the Donetsk and Lugansk people’s republics faced persist...",https://allstatesnews.com/russias-special-operation-in-ukraine-4/;https://www.civicjournal.us/russias-special-operation-in-ukraine-4/;https://civilvoicepress.com/russias-special-operation-in-ukraine-4/;https://www.horizonpress.us/russias-special-operation-in-ukraine-4/;https://www.livechronicle.us/russias-special-operation-in-ukraine-4/;https://www.peoplereport.us/russias-special-operation-in-ukraine-4/;https://www.republicreport.us/russias-special-operation-in-ukraine-4/;https://roguenewsusa.com/russias-special-operation-in-ukraine-4/;https://www.truechronicle.us/russias-special-operation-in-ukraine-4/
exact_slug,exact_slug-00008,7,7,allstatesnews.com;civicjournal.us;civilvoicepress.com;horizonpress.us;peoplereport.us;roguenewsusa.com;starsandstripesnews.us,12f3e8366ba3e604732de27f31c023d6f1be4fcd5de12ecf9cbbceb0d3653449,Lindsey Graham threatens two NATO states over Russian oil,"Hungary and Slovakia will face “consequences” if they fail to halt purchases, the Republican senator has warned US Senator Lindsey Graham has threatened Hungary and Slovakia with...",https://allstatesnews.com/lindsey-graham-threatens-two-nato-states-over-russian-oil/;https://www.civicjournal.us/lindsey-graham-threatens-two-nato-states-over-russian-oil/;https://civilvoicepress.com/lindsey-graham-threatens-two-nato-states-over-russian-oil/;https://www.horizonpress.us/lindsey-graham-threatens-two-nato-states-over-russian-oil/;https://www.peoplereport.us/lindsey-graham-threatens-two-nato-states-over-russian-oil/;https://roguenewsusa.com/lindsey-graham-threatens-two-nato-states-over-russian-oil/;https://www.starsandstripesnews.us/lindsey-graham-threatens-two-nato-states-over-russian-oil/
exact_slug,exact_slug-00009,7,7,allstatesnews.com;civicjournal.us;civilvoicepress.com;horizonpress.us;livechronicle.us;republicreport.us;roguenewsusa.com,c8a13567be301e8b679b46002952b523e44ba8c59a2dc5b184361599321e3b9d,Russia’s Special Operation in Ukraine,"Russian forces have seized control of the village of Volchye in the Dnepropetrovsk Region amid ongoing operations in eastern Ukraine, according to statements from the Russian Defe...",https://allstatesnews.com/russias-special-operation-in-ukraine-5/;https://www.civicjournal.us/russias-special-operation-in-ukraine-5/;https://civilvoicepress.com/russias-special-operation-in-ukraine-5/;https://www.horizonpress.us/russias-special-operation-in-ukraine-5/;https://www.livechronicle.us/russias-special-operation-in-ukraine-5/;https://www.republicreport.us/russias-special-operation-in-ukraine-5/;https://roguenewsusa.com/russias-special-operation-in-ukraine-5/
exact_slug,exact_slug-00010,7,7,allsidesreport.com;allstatesnews.com;civicjournal.us;dailysurge.us;livechronicle.us;peoplereport.us;starsandstripesnews.us,7fbcf713ba072732bcfc3dbc64b339e7a37d416543c17636bcd12d9089151d36,Ukrainian Military Collapses Under Russian Offensive,"On February 24, 2022, Russia launched a special military operation in Ukraine with the aim of liberating the Donbas region where the Donetsk and Lugansk People’s Republics had bee...",https://allsidesreport.com/ukrainian-military-collapses-under-russian-offensive/;https://allstatesnews.com/ukrainian-military-collapses-under-russian-offensive/;https://www.civicjournal.us/ukrainian-military-collapses-under-russian-offensive/;https://www.dailysurge.us/ukrainian-military-collapses-under-russian-offensive/;https://www.livechronicle.us/ukrainian-military-collapses-under-russian-offensive/;https://www.peoplereport.us/ukrainian-military-collapses-under-russian-offensive/;https://www.starsandstripesnews.us/ukrainian-military-collapses-under-russian-offensive/
